Stamm,Art,prot,FimH-Variante,measure 1,measure 1_2,measure 2,measure 2_2,measure 3,measure 3_2,Median (without negativ)
7523,Rind ETEC,Bo2,9,4440,5255,23408,27470,1535,2174,4795
7525,Rind ETEC,Bo2,9,8839,12856,5094,4792,28704,32749,10795
7526,Rind ETEC,Bo2,9,6524,1951,8718,7452,7764,8143,7477
7529,Rind ETEC,Bo2,9,18147,20233,27599,26921,16590,14253,19059
7534,Rind ETEC,Bo2,9,23344,22866,17704,17199,11200,14538,17320
7543,Schwein ETEC,Bo2,9,24,19,31,24,36,24,-2
5538,HFEC,Bo2,10,4230,3989,3026,3405,3952,3068,3653
5986,Schwein EPEC,Bo2,11,51756,44526,29581,28481,64277,48407,46441
5987,Schwein EPEC,Bo2,11,52804,73389,41175,41755,30215,33965,41439
6580,Rind Kommensale,Bo2,12,9032,8802,34061,32189,9649,7913,9315
6598,Rind Kommensale,Bo2,12,56,39,99,110,168,138,52
7498,Rind ETEC,Bo2,13,78509,79375,14358,12069,16414,17999,17195
7502,Rind ETEC,Bo2,13,650,316,3202,8329,8497,8431,5754
7530,Rind ETEC,Bo2,13,11497,11292,16062,15423,25313,26650,15690
7531,Rind ETEC,Bo2,13,14799,17533,19695,19921,21578,22422,19756
7499,Rind EPEC,Bo2,14,67344,49494,29117,12688,11482,7593,20891
7513,Rind EPEC,Bo2,14,2996,6028,15653,14655,277,297,4460
7532,Rind EPEC,Bo2,14,3388,3967,12527,17236,23495,24057,14829
7555,Rind EPEC,Bo2,15,14273,15044,29415,18403,14635,14588,14787
5539,HFEC,Bo2,16,33754,33008,30643,29320,12872,13810,29956
7536,Schwein ETEC,Bo2,17,50178,31674,53133,49061,14821,18665,40356
7497,Rind EPEC,Bo2,18,78887,99076,20582,15562,21236,15267,20897
5541,HFEC,Bo2,19,15051,17513,24181,24607,18405,16973,17907
5537,HFEC,Bo2,20,19507,19277,93291,94257,22566,21035,21775
5531,HFEC,Bo2,21,151018,118231,78695,80027,26012,6949,79349
5212,Mensch EPEC,Bo2,22,19473,18658,62979,40888,24547,24852,24674
5210,Mensch EPEC,Bo2,23,79712,81212,22623,21546,21776,21605,22188
4781,Schwein Kommensale,Bo2,24,54,44,84,101,8500,9154,40
6605,Rind Kommensale,Bo2,25,3927,3942,14769,13991,15178,17362,14328
5994,Schwein EPEC,Bo2,26,24,49,99,103,168,123,49
5548,HFEC,Bo2,27,11668,11623,18187,18569,21699,22019,18326
5528,HFEC,Bo2,28,404,849,106,79,1077,1087,615
4315,Schwein Kommensale,Bo2,29,15543,10679,12109,10952,8287,10511,10804
4127,Schwein Kommensale,Bo2,30,420,242,324,257,220,207,197
2340,Pantoea agglomerans,Bo2,-,213,252,296,247,561,227,118
2345,Serratia liquefaciens,Bo2,-,46218,50748,37413,35498,3160,2540,36324
2350,Buttiauxella izardii,Bo2,-,193,143,321,356,208,267,106
2351,Buttiauxella izardii,Bo2,-,148,160,430,262,257,222,108
2354,Pantoea agglomerans,Bo2,-,188,198,341,351,217,292,123
2375,Serratia liquefaciens,Bo2,-,53700,53814,51187,51399,21598,21484,51162
2376,Pantoea agglomerans,Bo2,-,155,168,321,307,163,192,49
2381,Pantoea agglomerans,Bo2,-,140,133,254,371,123,143,10
2387,Buttiauxella agrestis,Bo2,-,59,54,108,74,123,130,39
2391,Serratia liquefaciens,Bo2,-,48881,47213,42233,42361,5527,6519,42166
2392,Buttiauxella gaviniae,Bo2,-,56,866,94,74,118,128,54
2394,Buttiauxella gaviniae,Bo2,-,41,56,103,71,133,123,35
2395,Buttiauxella gaviniae,Bo2,-,54,74,86,116,158,158,49
2398,Buttiauxella gaviniae,Bo2,-,69,56,84,69,94,145,24
2406,Serratia liquefaciens,Bo2,-,44603,37623,42299,38678,34792,35178,38019
2407,Buttiauxella gaviniae,Bo2,-,133,130,381,413,217,220,87
2416,Buttiauxella gaviniae,Bo2,-,138,150,307,282,183,207,64
2430,Pantoea agglomerans,Bo2,-,163,153,312,302,185,203,63
2899,Serratia liquefaciens,Bo2,-,35461,41737,28416,28597,9862,11683,28375
2901,Serratia fonticola,Bo2,-,61,106,123,138,56,86,56
2903,Serratia fonticola,Bo2,-,56,89,173,115,64,108,59
2904,Serratia fonticola,Bo2,-,71,200,150,564,89,125,98
2910,Pantoea agglomerans,Bo2,-,36,93,148,113,49,36,31
2915,Pantoea agglomerans,Bo2,-,19,34,64,84,41,41,1
2916,Pantoea agglomerans,Bo2,-,29,41,66,94,36,46,4
2918,Pantoea agglomerans,Bo2,-,44,24,115,135,39,36,2
2924,Buttiauxella gaviniae,Bo2,-,143,153,247,262,170,163,35
2926,Serratia fonticola,Bo2,-,54,54,153,215,54,99,37
3053,Pantoea agglomerans,Bo2,-,54,66,224,291,89,103,56
3268,Proteus mirabilis,Bo2,-,17238,17899,25484,30973,21962,21273,21578
3279,MRSA,Bo2,-,117,60,121,200,86,148,107
3280,MRSA,Bo2,-,751,77,168,106,120,213,132
3281,MRSA,Bo2,-,138,30,339,282,133,178,146
3282,MRSA,Bo2,-,80,93,83,61,84,125,72
3283,MRSA,Bo2,-,1294,2265,1847,797,203,235,1034
3284,MRSA,Bo2,-,366,487,475,403,1166,725,455
3285,MRSA,Bo2,-,111,125,1570,1003,260,158,183
3286,MRSA,Bo2,-,116,101,84,74,212,193,83
3287,MRSA,Bo2,-,56,59,74,49,61,44,32
3288,MRSA,Bo2,-,309,262,259,89,170,207,207
3312,Proteus mirabilis,Bo2,-,20453,20032,20748,20456,15722,16545,20203
3323,Proteus mirabilis,Bo2,-,20208,18774,20899,21248,16951,15703,19451
3341,Proteus mirabilis,Bo2,-,28543,19747,20416,19616,6872,21092,20042
3362,Proteus mirabilis,Bo2,-,16096,17674,24114,25551,9941,9867,16845
3365,Proteus mirabilis,Bo2,-,4438,5488,24218,25233,3660,3930,4923
4142,Serratia fonticola,Bo2,-,178,155,133,143,71,115,98
4444,Schwein Kommensale,Bo2,-,8066,12411,7618,9550,733,737,7802
5203,Mensch ETEC,Bo2,-,26,9,19,26,19,29,11
5551,HFEC,Bo2,-,1656,2290,2026,1939,2744,2446,2118
5686,Mensch ETEC,Bo2,-,46,49,86,99,76,51,24
7537,Schwein ETEC,Bo2,-,0,6,19,46,21,9,2
7538,Schwein ETEC,Bo2,-,6,13,29,39,2,11,0
7539,Schwein ETEC,Bo2,-,6,0,11,14,16,9,-2
7540,Schwein ETEC,Bo2,-,14,19,29,26,36,29,2
7541,Schwein ETEC,Bo2,-,16,19,49,36,26,39,5
7542,Schwein ETEC,Bo2,-,24,16,49,29,31,39,4
7544,Schwein ETEC,Bo2,-,29,36,29,26,36,31,4
7545,Schwein ETEC,Bo2,-,41,39,138,99,51,74,23
7547,Schwein ETEC,Bo2,-,31,24,84,76,26,34,-8
7548,Schwein ETEC,Bo2,-,64,54,74,89,39,64,24
7568,Proteus mirabilis,Bo2,-,18241,18331,25558,23612,9934,11220,18246
7574,Proteus mirabilis,Bo2,-,18239,21164,21073,25548,13813,21035,21014
7596,Proteus mirabilis,Bo2,-,6595,3893,15395,11797,5974,8396,7456
7597,Proteus mirabilis,Bo2,-,16418,15192,12953,8961,2038,3283,10917
91,Schwein Kommensale,Ho2,1,16450,17701,13969,12191,11363,11447,12959
5547,HFEC,Ho2,1,1478,1174,1050,525,2244,2058,1299
5682,Mensch ETEC,Ho2,1,54,39,56,84,21,46,23
5689,Mensch ETEC,Ho2,1,56,71,81,94,61,46,39
5690,Mensch ETEC,Ho2,1,34,36,86,113,9369,9753,72
5691,Mensch ETEC,Ho2,1,485,532,232,272,175,168,131
5998,Schwein EPEC,Ho2,1,876,990,440,170,12106,8463,906
6586,Rind Kommensale,Ho2,1,31857,29491,19554,20386,22705,21846,22237
6595,Rind Kommensale,Ho2,1,34,59,64,69,14318,11346,39
7501,Rind EPEC,Ho2,1,25105,26536,27383,26098,18757,18715,25600
7503,Rind EPEC,Ho2,1,18091,17216,28044,30228,23748,21397,22571
7506,Rind EPEC,Ho2,1,25672,33046,22353,21134,26507,16590,23974
7507,Rind EPEC,Ho2,1,25511,24689,22819,22688,24892,24612,24612
7509,Rind EPEC,Ho2,1,25313,26296,24629,24312,18551,18226,24432
7514,Rind EPEC,Ho2,1,21483,20701,15101,14301,17117,16595,16735
7516,Rind EPEC,Ho2,1,48692,40601,12322,12230,19358,13015,16065
7528,Rind EPEC,Ho2,1,29311,18180,13213,13803,19891,20755,18914
7551,Schwein ETEC,Ho2,1,34,36,84,56,12567,31047,43
122,Schwein Kommensale,Ho2,2,26,542,247,259,185,158,95
136,Schwein Kommensale,Ho2,2,37779,84138,21689,21605,24547,25273,24789
4297,Schwein Kommensale,Ho2,2,25048,24701,14576,25812,32006,35324,25428
4318,Schwein Kommensale,Ho2,2,28043,29880,28998,29466,27260,19926,28482
4320,Schwein Kommensale,Ho2,2,24458,44950,30611,29142,15886,25781,27423
4401,Schwein Kommensale,Ho2,2,61765,53542,34455,36607,25863,18985,35492
4445,Schwein Kommensale,Ho2,2,17352,18249,6100,6640,12896,12748,12741
4732,Schwein Kommensale,Ho2,2,16124,17097,15371,16200,21097,21781,16567
5200,Mensch ETEC,Ho2,2,25910,26435,25249,21891,21362,20989,23568
5201,Mensch ETEC,Ho2,2,74915,77022,45138,25842,20292,39535,42335
5204,Mensch ETEC,Ho2,2,26495,25459,70856,32692,64274,20508,29592
5205,Mensch ETEC,Ho2,2,27463,27466,32837,46228,72837,72503,39494
5263,Mensch EPEC,Ho2,2,87569,89363,76790,77597,54337,56445,77155
5268,Mensch EPEC,Ho2,2,75200,75653,78219,77684,52759,52630,75388
5281,Mensch EPEC,Ho2,2,21392,20909,7593,7279,7777,7975,7837
5282,Mensch EPEC,Ho2,2,7670,7871,10412,9785,17340,16458,10017
5285,Mensch EPEC,Ho2,2,6112,11447,11277,10169,13998,14477,11281
5289,Mensch EPEC,Ho2,2,35771,34200,26943,27733,13548,12627,27257
5527,HFEC,Ho2,2,24075,25137,82376,78762,25315,31149,28230
5529,HFEC,Ho2,2,23720,24315,99905,108690,17124,20785,24016
5536,HFEC,Ho2,2,43261,42572,25130,25244,22687,21543,25148
5543,HFEC,Ho2,2,21999,26907,17503,17372,20302,23428,21029
5631,Mensch EPEC,Ho2,2,30821,33454,21565,24129,22435,24382,24134
5637,Mensch ETEC,Ho2,2,84250,45846,65998,62442,25959,23487,54105
5638,Mensch ETEC,Ho2,2,279,512,185,175,128,163,59
5652,Mensch EPEC,Ho2,2,380,367,244,244,103,104,123
5655,Mensch EPEC,Ho2,2,424,411,203,237,165,165,99
5680,Mensch ETEC,Ho2,2,47893,51432,16619,17209,68604,67033,49541
5692,Mensch ETEC,Ho2,2,862,606,222,247,175,163,113
5981,Schwein EPEC,Ho2,2,32337,31456,33498,32658,17328,24282,31895
5982,Schwein EPEC,Ho2,2,39864,41571,51581,61889,23990,20973,40716
5983,Schwein EPEC,Ho2,2,29568,32005,84243,84297,15846,29318,30785
5984,Schwein EPEC,Ho2,2,28384,29340,39872,22012,53495,44256,34604
5985,Schwein EPEC,Ho2,2,1522,6922,3177,10204,3692,18363,5268
5988,Schwein EPEC,Ho2,2,41903,39409,27795,28134,61005,60123,40617
5989,Schwein EPEC,Ho2,2,427,478,311,200,165,143,134
5990,Schwein EPEC,Ho2,2,37402,39006,20379,21075,71345,37975,37567
5991,Schwein EPEC,Ho2,2,43203,46315,22217,21030,22467,22586,22405
5992,Schwein EPEC,Ho2,2,660,508,317,297,225,160,186
5996,Schwein EPEC,Ho2,2,41,39,482,207,66,59,-19
5997,Schwein EPEC,Ho2,2,32746,32035,20344,27141,24359,24345,25669
5999,Schwein EPEC,Ho2,2,31377,30660,27087,30435,22450,23975,28680
6573,Rind Kommensale,Ho2,2,4733,7011,14299,15651,2853,5575,6291
6576,Rind Kommensale,Ho2,2,88419,77560,81219,85305,57819,59454,79388
6583,Rind Kommensale,Ho2,2,4767,5148,8720,8800,20176,17273,8721
6587,Rind Kommensale,Ho2,2,31282,29251,46220,32798,32117,31572,31806
6588,Rind Kommensale,Ho2,2,60359,55865,22630,20164,18363,19024,21276
6589,Rind Kommensale,Ho2,2,23796,50043,22197,21645,22276,20864,22115
6590,Rind Kommensale,Ho2,2,40978,40409,18799,19230,27186,27079,27011
6592,Rind Kommensale,Ho2,2,34816,36104,20941,21565,23054,22744,22778
6593,Rind Kommensale,Ho2,2,29136,32237,17813,17954,21811,22331,21950
6594,Rind Kommensale,Ho2,2,26480,27203,22403,22197,12408,12114,22219
6597,Rind Kommensale,Ho2,2,16629,16887,15829,15354,13392,13976,15510
6602,Rind Kommensale,Ho2,2,19552,19215,15093,14679,14353,12668,14805
6604,Rind Kommensale,Ho2,2,19522,21169,23136,27520,23445,23965,23209
7500,Rind EPEC,Ho2,2,28924,29526,57750,68726,21379,20667,29223
7505,Rind EPEC,Ho2,2,22041,21964,18982,18507,16475,20020,19462
7510,Rind EPEC,Ho2,2,31762,32080,30901,31317,53733,41608,31882
7524,Rind EPEC,Ho2,2,24699,21315,26106,22650,19079,18036,21901
7527,Rind EPEC,Ho2,2,1151,1030,17701,19663,10271,10112,10110
7533,Rind EPEC,Ho2,2,18195,18603,20297,19537,17243,18452,18446
7546,Schwein ETEC,Ho2,2,28355,21503,78566,73119,22004,21585,25098
7549,Schwein ETEC,Ho2,2,545,677,324,234,190,212,158
7550,Schwein ETEC,Ho2,2,44754,61660,5528,5295,15368,15249,15187
7554,Schwein ETEC,Ho2,2,18311,29149,15457,9718,16032,17110,16450
148,Schwein Kommensale,Ho2,3,45506,59874,10048,10491,16126,19230,17557
4298,Schwein Kommensale,Ho2,3,11933,10992,12418,61185,37603,38482,25009
5206,Mensch ETEC,Ho2,3,14930,19572,35731,32038,1169,205,17212
5288,Mensch ETEC,Ho2,3,12510,4492,3749,15398,17364,17043,13915
5532,HFEC,Ho2,3,4133,2917,8450,9452,1822,1401,3523
4136,Schwein Kommensale,Ho2,4,13285,18573,19611,19987,15143,15188,16853
4374,Schwein Kommensale,Ho2,4,59766,45294,44103,43538,42574,47221,44660
5211,Mensch EPEC,Ho2,4,19638,19282,22579,18338,13411,14751,18808
5267,Mensch EPEC,Ho2,4,33851,32862,20510,19396,27406,26913,27121
5993,Schwein EPEC,Ho2,4,64,64,195,259,41,39,37
6584,Rind Kommensale,Ho2,4,29,39,34,34,41,39,-3
7535,Schwein ETEC,Ho2,4,1242,998,357,407,1022,1094,1008
7553,Schwein ETEC,Ho2,4,1683,1471,15175,14380,28865,40264,14750
4305,Schwein Kommensale,Ho2,5,19,9,20,141,4,4,12
5202,Mensch ETEC,Ho2,5,16,14,33,29,4,4,13
4310,Schwein Kommensale,Ho2,6,21,46,56,0,6,2,12
4418,Schwein Kommensale,Ho2,6,12441,15834,16463,21546,17003,18603,16706
5980,Schwein EPEC,Ho2,6,9,9,3,13,4,2,5
6596,Rind Kommensale,Ho2,6,11202,9062,23426,24555,22663,26281,23017
7552,Schwein ETEC,Ho2,6,2692,1715,8005,13033,1168,1062,2176
5207,Mensch EPEC,Ho2,7,74092,71791,80201,80339,49780,50652,72940
5283,Mensch EPEC,Ho2,7,39,31,86,54,19,31,8
5284,Mensch EPEC,Ho2,7,34,44,99,64,9404,20840,54
5995,Schwein EPEC,Ho2,7,30267,21835,28233,29598,26787,25873,27483
7519,Rind EPEC,Ho2,7,10818,10712,19207,19631,24419,25434,19392
5208,Mensch EPEC,Ho2,8,34728,34968,80771,74218,17476,23683,34846
5209,Mensch EPEC,Ho2,8,36652,36256,63811,57187,25682,41269,38959
5540,HFEC,Ho2,8,13456,10868,8106,11378,7026,7564,9460
5542,HFEC,Ho2,8,5783,3740,16072,15973,3516,3898,4813
5545,HFEC,Ho2,8,9275,3628,20468,21476,11314,12215,11737
5549,HFEC,Ho2,8,10662,10447,38738,29531,10303,11274,10941
5553,HFEC,Ho2,8,13736,14006,11804,11593,15203,16166,13844
5554,HFEC,Ho2,8,9771,12193,20483,20929,10695,11140,11639
5651,Mensch EPEC,Ho2,8,12257,12074,18058,17384,7309,8864,12138
5654,Mensch EPEC,Ho2,8,13840,11968,19247,19039,10370,8745,12877
5287,Mensch ETEC,Ho2,9,32224,41573,24337,28060,27572,32479,30103
5695,Mensch ETEC,Ho2,9,58309,56034,14268,15007,13895,12911,14516
5696,Mensch ETEC,Ho2,9,54234,68193,13630,19497,10196,9912,16442
7496,Rind ETEC,Ho2,9,9186,8473,26854,16983,3829,1681,8828
7504,Rind ETEC,Ho2,9,242,822,16194,22198,2518,140,1668
7508,Rind ETEC,Ho2,9,33219,33444,61070,64121,17736,16069,33330
7511,Rind ETEC,Ho2,9,3336,7566,7643,8470,5072,3709,6280
7512,Rind ETEC,Ho2,9,41,41,34,26,56,44,2
7515,Rind ETEC,Ho2,9,4453,4931,5280,5944,6110,3182,5067
7517,Rind ETEC,Ho2,9,31233,34099,30581,23507,27532,27752,29128
7518,Rind ETEC,Ho2,9,1577,3997,1213,822,11202,7204,2748
7520,Rind ETEC,Ho2,9,2261,886,20515,17793,9090,7365,8200
7521,Rind ETEC,Ho2,9,2704,7385,4829,6964,17003,18811,7147
7522,Rind ETEC,Ho2,9,8527,14405,15366,16540,35924,49269,15926
7523,Rind ETEC,Ho2,9,5104,5020,27872,26093,928,849,5035
7525,Rind ETEC,Ho2,9,2506,13847,11953,9647,29254,34544,12873
7526,Rind ETEC,Ho2,9,13983,12924,10425,10097,9295,7972,10140
7529,Rind ETEC,Ho2,9,41174,40928,32741,34170,16802,14752,33334
7534,Rind ETEC,Ho2,9,56290,36657,17954,19522,29330,31354,30221
7543,Schwein ETEC,Ho2,9,61,46,41,29,66,59,14
5538,HFEC,Ho2,10,4802,4277,3184,2204,2997,2333,3052
5986,Schwein EPEC,Ho2,11,44033,79453,27891,23441,59293,42854,43405
5987,Schwein EPEC,Ho2,11,77550,43271,40041,34131,17783,28919,37047
6580,Rind Kommensale,Ho2,12,11086,10974,21981,17194,6704,4393,10991
6598,Rind Kommensale,Ho2,12,46,74,94,86,41,29,33
7498,Rind ETEC,Ho2,13,21243,20171,41494,45327,17890,19656,20705
7502,Rind ETEC,Ho2,13,1025,1074,23917,29085,22234,22603,22417
7530,Rind ETEC,Ho2,13,11581,10154,18125,17622,24622,27591,17846
7531,Rind ETEC,Ho2,13,17801,20097,20176,19614,22006,29303,20109
7499,Rind EPEC,Ho2,14,15643,17020,24207,37078,30544,32892,27374
7513,Rind EPEC,Ho2,14,6174,7554,17112,15916,94,104,6837
7532,Rind EPEC,Ho2,14,4054,3167,14120,15237,15814,15871,14651
7555,Rind EPEC,Ho2,15,13523,11692,22990,24820,14521,15888,15177
5539,HFEC,Ho2,16,37589,44600,21072,17825,23455,21400,22389
7536,Schwein ETEC,Ho2,17,18308,19012,113052,106391,14549,13748,18658
7497,Rind EPEC,Ho2,18,36949,38743,43325,39111,23235,30375,37844
5541,HFEC,Ho2,19,18974,15752,21806,22940,22509,19395,20573
5537,HFEC,Ho2,20,18814,19106,56987,61233,17711,17536,18921
5531,HFEC,Ho2,21,28213,27832,32443,86266,20302,20919,28021
5212,Mensch EPEC,Ho2,22,18350,15727,31188,33343,24780,24434,24568
5210,Mensch EPEC,Ho2,23,23894,23532,27585,24578,20263,22277,23711
4781,Schwein Kommensale,Ho2,24,34,34,51,76,8257,9189,36
6605,Rind Kommensale,Ho2,25,4475,4054,16978,26101,16674,16515,16567
5994,Schwein EPEC,Ho2,26,39,34,84,101,29,59,22
5548,HFEC,Ho2,27,12235,11670,22774,24238,18979,14377,16651
5528,HFEC,Ho2,28,123,118,70,107,849,822,119
4315,Schwein Kommensale,Ho2,29,10873,12032,33286,28010,5912,7789,11451
4127,Schwein Kommensale,Ho2,30,138,133,401,207,198,294,175
2340,Pantoea agglomerans,Ho2,-,519,492,262,225,143,155,122
2345,Serratia liquefaciens,Ho2,-,52993,34176,35453,36382,2917,2575,34693
2350,Buttiauxella izardii,Ho2,-,842,444,316,247,168,158,160
2351,Buttiauxella izardii,Ho2,-,711,572,235,254,359,351,234
2354,Pantoea agglomerans,Ho2,-,977,586,378,323,195,331,233
2375,Serratia liquefaciens,Ho2,-,52447,53688,43822,52170,13040,15242,47875
2376,Pantoea agglomerans,Ho2,-,387,647,234,302,155,138,147
2381,Pantoea agglomerans,Ho2,-,434,1149,217,220,128,130,97
2387,Buttiauxella agrestis,Ho2,-,104,41,86,115,46,46,39
2391,Serratia liquefaciens,Ho2,-,59354,57540,38084,52876,3492,2892,45359
2392,Buttiauxella gaviniae,Ho2,-,54,44,96,103,41,39,22
2394,Buttiauxella gaviniae,Ho2,-,74,59,96,96,34,41,39
2395,Buttiauxella gaviniae,Ho2,-,99,46,96,133,69,91,66
2398,Buttiauxella gaviniae,Ho2,-,79,150,104,148,41,66,64
2406,Serratia liquefaciens,Ho2,-,30717,113582,43451,48984,31854,32709,37959
2407,Buttiauxella gaviniae,Ho2,-,447,498,272,371,200,222,200
2416,Buttiauxella gaviniae,Ho2,-,519,367,242,289,160,143,144
2430,Pantoea agglomerans,Ho2,-,491,539,247,282,190,222,143
2899,Serratia liquefaciens,Ho2,-,68497,85672,47466,26249,8388,8750,36736
2901,Serratia fonticola,Ho2,-,46,69,198,254,59,116,11
2903,Serratia fonticola,Ho2,-,39,59,678,292,148,86,36
2904,Serratia fonticola,Ho2,-,29,99,517,594,69,101,19
2910,Pantoea agglomerans,Ho2,-,24,44,153,195,44,46,-37
2915,Pantoea agglomerans,Ho2,-,26,29,158,326,46,64,-27
2916,Pantoea agglomerans,Ho2,-,24,24,153,294,56,69,-19
2918,Pantoea agglomerans,Ho2,-,34,39,178,215,36,49,-38
2924,Buttiauxella gaviniae,Ho2,-,407,458,163,224,130,123,72
2926,Serratia fonticola,Ho2,-,64,76,150,222,84,86,4
3053,Pantoea agglomerans,Ho2,-,51,79,519,807,240,334,206
3268,Proteus mirabilis,Ho2,-,14449,15118,31265,29142,43671,40803,30122
3279,MRSA,Ho2,-,51,131,40,70,269,202,99
3280,MRSA,Ho2,-,138,150,1483,761,393,1129,575
3281,MRSA,Ho2,-,163,227,1283,1661,227,212,225
3282,MRSA,Ho2,-,165,346,168,97,525,421,255
3283,MRSA,Ho2,-,170,277,1419,7086,386,178,330
3284,MRSA,Ho2,-,6469,4983,2072,1228,6415,6085,5495
3285,MRSA,Ho2,-,1176,1086,3809,3980,1961,2580,2232
3286,MRSA,Ho2,-,188,252,170,118,178,193,144
3287,MRSA,Ho2,-,287,319,148,96,185,215,161
3288,MRSA,Ho2,-,745,656,104,208,163,123,147
3312,Proteus mirabilis,Ho2,-,19881,20196,16681,15958,18623,18903,18682
3323,Proteus mirabilis,Ho2,-,19234,19192,17858,16694,18695,18984,18758
3341,Proteus mirabilis,Ho2,-,40466,21964,17328,18298,19094,18298,18615
3362,Proteus mirabilis,Ho2,-,25982,19302,22162,18985,12869,13018,19062
3365,Proteus mirabilis,Ho2,-,4413,3655,32137,22425,5498,8317,6826
4142,Serratia fonticola,Ho2,-,316,314,460,321,492,190,237
4444,Schwein Kommensale,Ho2,-,12676,11797,7333,6548,2882,1904,6859
5203,Mensch ETEC,Ho2,-,6,11,23,74,9,9,8
5551,HFEC,Ho2,-,2756,1629,1059,1260,2543,2885,2005
5686,Mensch ETEC,Ho2,-,31,36,185,120,69,123,13
7537,Schwein ETEC,Ho2,-,6,11,26,94,14,4,11
7538,Schwein ETEC,Ho2,-,16,9,26,3,0,9,7
7539,Schwein ETEC,Ho2,-,9,6,0,50,4,0,3
7540,Schwein ETEC,Ho2,-,44,46,29,24,44,41,4
7541,Schwein ETEC,Ho2,-,54,59,34,39,64,54,15
7542,Schwein ETEC,Ho2,-,61,64,31,36,64,59,21
7544,Schwein ETEC,Ho2,-,69,64,31,29,49,49,10
7545,Schwein ETEC,Ho2,-,44,41,497,442,64,84,-8
7547,Schwein ETEC,Ho2,-,24,24,128,133,66,54,-22
7548,Schwein ETEC,Ho2,-,16,34,148,193,51,44,-34
7568,Proteus mirabilis,Ho2,-,17736,16966,28969,25315,27669,22054,23603
7574,Proteus mirabilis,Ho2,-,16555,16220,24102,21857,23824,21697,21696
7596,Proteus mirabilis,Ho2,-,7504,7120,10489,9800,12498,12421,10063
7597,Proteus mirabilis,Ho2,-,12044,10754,16758,12592,7908,8124,11318
91,Schwein Kommensale,Ho4,1,11690,13089,13790,13406,8951,9359,12196
5547,HFEC,Ho4,1,6877,6504,1478,1253,5884,4418,5100
5682,Mensch ETEC,Ho4,1,130,94,19,36,54,64,8
5689,Mensch ETEC,Ho4,1,101,108,24,21,59,46,1
5690,Mensch ETEC,Ho4,1,86,86,24,19,12126,12205,35
5691,Mensch ETEC,Ho4,1,99,99,284,351,237,219,35
5998,Schwein EPEC,Ho4,1,1629,911,36,89,12577,15492,1219
6586,Rind Kommensale,Ho4,1,23933,24226,22680,22656,25432,28384,24065
6595,Rind Kommensale,Ho4,1,108,84,26,31,15123,14145,45
7501,Rind EPEC,Ho4,1,33766,33497,12929,12839,17008,17595,17302
7503,Rind EPEC,Ho4,1,20471,17915,15205,21343,7413,12446,16560
7506,Rind EPEC,Ho4,1,36075,19165,35881,35460,20337,21521,28476
7507,Rind EPEC,Ho4,1,21548,33073,34857,36525,29529,29100,31286
7509,Rind EPEC,Ho4,1,21219,22866,36205,37904,21486,21187,22161
7514,Rind EPEC,Ho4,1,14955,13213,16052,16639,14558,14866,14717
7516,Rind EPEC,Ho4,1,8416,8470,13850,14724,11755,9899,10634
7528,Rind EPEC,Ho4,1,19165,18145,16280,16223,8069,9132,16058
7551,Schwein ETEC,Ho4,1,94,71,29,34,20314,24599,31
122,Schwein Kommensale,Ho4,2,74,74,190,317,193,165,-16
136,Schwein Kommensale,Ho4,2,27416,29742,25466,25110,19720,20520,25095
4297,Schwein Kommensale,Ho4,2,31270,28941,11120,12510,27042,28870,27956
4318,Schwein Kommensale,Ho4,2,23918,27106,42947,45418,27039,26393,27058
4320,Schwein Kommensale,Ho4,2,28679,33980,34681,33222,26581,28701,30947
4401,Schwein Kommensale,Ho4,2,52071,33078,55097,54736,25523,33098,42570
4445,Schwein Kommensale,Ho4,2,93551,48162,9511,10192,14528,15252,14870
4732,Schwein Kommensale,Ho4,2,84627,43749,17672,18009,24528,25474,24981
5200,Mensch ETEC,Ho4,2,59506,41111,12939,13074,20141,19413,19777
5201,Mensch ETEC,Ho4,2,71415,82957,22752,14853,18246,16669,20499
5204,Mensch ETEC,Ho4,2,67814,54842,18925,17052,22732,35825,29279
5205,Mensch ETEC,Ho4,2,25913,37821,45529,45715,83292,82434,45607
5263,Mensch EPEC,Ho4,2,64081,66018,73756,72104,62662,61255,65035
5268,Mensch EPEC,Ho4,2,65624,60061,66720,65951,59174,60366,62980
5281,Mensch EPEC,Ho4,2,20248,21771,11060,9944,10090,9533,10560
5282,Mensch EPEC,Ho4,2,25879,20880,6080,9211,16166,16523,16325
5285,Mensch EPEC,Ho4,2,25707,19579,2610,2535,17355,17189,17252
5289,Mensch EPEC,Ho4,2,51254,54766,28231,28654,14893,14692,28423
5527,HFEC,Ho4,2,33108,31005,27109,19235,11965,13458,23172
5529,HFEC,Ho4,2,31233,57810,33608,30901,15869,14484,31067
5536,HFEC,Ho4,2,33905,32999,54695,52339,27292,27537,33437
5543,HFEC,Ho4,2,16304,19240,18081,17672,15406,17707,17496
5631,Mensch EPEC,Ho4,2,19131,21449,25887,25102,22254,23364,22616
5637,Mensch ETEC,Ho4,2,75960,74890,73088,65827,19061,19249,69443
5638,Mensch ETEC,Ho4,2,86,79,239,302,153,145,-45
5652,Mensch EPEC,Ho4,2,69,66,200,254,138,178,-36
5655,Mensch EPEC,Ho4,2,84,74,341,312,175,165,-24
5680,Mensch ETEC,Ho4,2,33603,34646,18999,19881,66580,70268,33931
